"","means_0","means_1","means_2","means_3","means_4","subsystem","hmr","mar"
"HMR_5078",-16.5256488146877,32.8911650638194,0,55.5447517943001,67.8121110226585,"Transport reactions","HMR_5078","MAR05078"
"HMR_5079",0.228028109227249,0,0,0.0456927224073497,0,"Transport reactions","HMR_5079","MAR05079"
"HMR_5080",12.4422433179701,0,-0.0353235195717631,-0.0162140745575306,-0.0286683637104165,"Transport reactions","HMR_5080","MAR05080"
"HMR_5082",0,0,0.496971089868604,-0.12514046147349,-0.110631422462071,"Transport reactions","HMR_5082","MAR05082"
"HMR_5084",0,0,0.065486550685848,0.0300445502361118,0.026182025172462,"Transport reactions","HMR_5084","MAR05084"
"HMR_5085",0,0,-0.145314620274339,-0.129910540615418,-0.117936503411058,"Transport reactions","HMR_5085","MAR05085"
"HMR_5088",13.0787194288216,0,0,0,0,"Transport reactions","HMR_5088","MAR05088"
"HMR_5089",0,0,-0.284841987286718,-0.246107405843283,-0.195643919492245,"Transport reactions","HMR_5089","MAR05089"
"HMR_5091",0,0,0.203623987955838,0.146281989364214,0.165260048196043,"Transport reactions","HMR_5091","MAR05091"
"HMR_5092",0,0,-0.220630336232854,-0.193043909529511,-0.130794121440451,"Transport reactions","HMR_5092","MAR05092"
"HMR_5129",0,0.0077107378024985,0.00389032285045166,0.0130959863160867,0.0190684786573397,"Transport reactions","HMR_5129","MAR05129"
"HMR_5303",-844.060685969681,-843.975179998826,-843.948816596655,-843.951380036519,-843.935980142337,"Transport reactions","HMR_5303","MAR05303"
"HMR_5305",0.360963389425743,0,0.0364152643474587,0.00591331055399852,0.144979393270098,"Transport reactions","HMR_5305","MAR05305"
"HMR_5307",1.47007670667965,2.37223765157625,3.19416327979392,2.75930168334377,2.04425479185828,"Transport reactions","HMR_5307","MAR05307"
"HMR_5314",0.591666370023419,0,0.0649940627561355,0.0403925596037933,0.189452628720768,"Transport reactions","HMR_5314","MAR05314"
"HMR_5315",0.37192768428293,0,0,0,0.113294980144588,"Transport reactions","HMR_5315","MAR05315"
"HMR_5316",0.676464910226386,0,0.294877801940448,0.141718203000822,0.201710097410311,"Transport reactions","HMR_5316","MAR05316"
"HMR_5318",0.0136479625292741,0,0,0,0.0414335675253707,"Transport reactions","HMR_5318","MAR05318"
"HMR_5319",0.37192768428293,0,0,0,0.109642439670095,"Transport reactions","HMR_5319","MAR05319"
"HMR_5322",0,0.424605011709602,0,0,0,"Transport reactions","HMR_5322","MAR05322"
"HMR_5324",0,0,0,0,0.0312814716763399,"Transport reactions","HMR_5324","MAR05324"
"HMR_5326",0.377560741062215,0,0.0870335229173636,0.02362632491981,0.208928751315209,"Transport reactions","HMR_5326","MAR05326"
"HMR_5330",5.20381365504325,6.19619631540063,7.12825041562842,5.6405508333029,6.33629797401954,"Transport reactions","HMR_5330","MAR05330"
"HMR_5430",507.794875645435,468.933220480266,393.726988840428,311.952703583185,325.041282622392,"Transport reactions","HMR_5430","MAR05430"
"HMR_5435",0,0,0,0.958886122989932,0.797806763837984,"Transport reactions","HMR_5435","MAR05435"
"HMR_5436",7.31537357880028,31.2210441840952,36.5556991514977,49.1122596869718,49.5231056914885,"Transport reactions","HMR_5436","MAR05436"
"HMR_5458",0,-1.54296383746105,-0.297295409574208,-1.99293039712804,-1.69322739917598,"Transport reactions","HMR_5458","MAR05458"
"HMR_5459",0,0,0,-0.896537607868645,-0.660622934291014,"Transport reactions","HMR_5459","MAR05459"
"HMR_5460",-0.0917264637002345,0,0,0.514569437182455,0.0987987672674213,"Transport reactions","HMR_5460","MAR05460"
"HMR_5461",0,0.00353964871194381,0.00126416025426565,0.0277599206528204,0.0364897125207888,"Transport reactions","HMR_5461","MAR05461"
"HMR_5462",0,0.00707929742388762,0.00379248076279694,0.0346947210811226,0.0358502596476937,"Transport reactions","HMR_5462","MAR05462"
"HMR_5463",0,1.6003869543025,1.67956938918833,1.50703206883466,1.72128009820226,"Transport reactions","HMR_5463","MAR05463"
"HMR_5464",0,0.766180796252927,0.497667809038944,0.858901227006636,0.943427423367152,"Transport reactions","HMR_5464","MAR05464"
"HMR_5465",0,-0.183362341920374,-0.229154399464704,-0.390812411410143,-0.518414133903623,"Transport reactions","HMR_5465","MAR05465"
"HMR_5466",0,1.43449851678376,1.14144415077506,1.22219855367882,1.35421768772132,"Transport reactions","HMR_5466","MAR05466"
"HMR_5467",-4.99600361081321e-17,3.06738227270593,1.69129974968059,3.62697807375458,3.6746758265555,"Transport reactions","HMR_5467","MAR05467"
"HMR_5468",0,0,0,-0.391683383633892,-0.218021464209347,"Transport reactions","HMR_5468","MAR05468"
"HMR_5469",0,2.49321813114755,1.91061156896468,2.91679723117971,3.18095303806089,"Transport reactions","HMR_5469","MAR05469"
"HMR_5470",0,1.78691574100761,1.40303869069785,2.17302052703763,2.5532325062484,"Transport reactions","HMR_5470","MAR05470"
"HMR_5472",4.44089209850063e-17,1.59982856674473,1.30360046210016,2.00675816024878,2.25282538083104,"Transport reactions","HMR_5472","MAR05472"
"HMR_5473",-2.38858430913349,-1.1784068852459,-0.739680944514516,-0.393639791354767,-1.08749062581848,"Transport reactions","HMR_5473","MAR05473"
"HMR_5474",0,-0.412810718800189,-0.147176764804282,-0.137310907206204,-0.239000782181638,"Transport reactions","HMR_5474","MAR05474"
"HMR_5477",0.37243868852459,0,0,0,0,"Transport reactions","HMR_5477","MAR05477"
"HMR_5482",-0.876086028802052,0,-0.29694625386749,-0.407657010185009,-0.602496043938762,"Transport reactions","HMR_5482","MAR05482"
"HMR_5488",0.00707929742388762,0,0.0385432418869188,0,0.00102598513389676,"Transport reactions","HMR_5488","MAR05488"
"HMR_5489",0.00353964871194381,0.00353964871194381,0.00379248076279694,0.00116054056129307,0.00102598513389676,"Transport reactions","HMR_5489","MAR05489"
"HMR_5490",0.572517611241217,0.954196018735363,0.681568584810973,0.312851153683725,0.607133733835658,"Transport reactions","HMR_5490","MAR05490"
"HMR_5491",50.4288374238876,0.438945737704918,0.306312445633991,0.234337390102507,0.392084696059465,"Transport reactions","HMR_5491","MAR05491"
"HMR_5493",0.597720140515222,0.979398548009368,0.644914887922381,0.325245840211925,0.690680786070665,"Transport reactions","HMR_5493","MAR05493"
"HMR_5494",1.0328631381733,0.258215784543325,0.553907378261024,0.842633232625109,0.449070929640566,"Transport reactions","HMR_5494","MAR05494"
"HMR_5496",1.62351761124122,1.7321454719723,0.841540091446415,0.764671823828585,1.23741241592524,"Transport reactions","HMR_5496","MAR05496"
"HMR_5497",0.976328571428572,1.16491899805038,1.20228932270891,0.524903002487407,0.730620517201551,"Transport reactions","HMR_5497","MAR05497"
"HMR_5499",0.825657845433255,0.90247943793911,0.665660404817665,0.572414504549468,0.493003930353324,"Transport reactions","HMR_5499","MAR05499"
"HMR_5500",0,0,0,-0.00116054056129305,-0.0323074568102366,"Transport reactions","HMR_5500","MAR05500"
"HMR_5501",0,0,0.00126416025426565,0.0023210811225861,0,"Transport reactions","HMR_5501","MAR05501"
"HMR_5502",-0.572517611241217,-0.381678407494145,-0.545254867848778,-0.187710692210236,-0.220273862132166,"Transport reactions","HMR_5502","MAR05502"
"HMR_5503",0.285891615925059,0.142945807962529,0.25526037136166,0.14204775981879,0.165734270101483,"Transport reactions","HMR_5503","MAR05503"
"HMR_5504",-0.350748367566858,0,-0.127833147470853,-0.057628932314662,-0.217132879632378,"Transport reactions","HMR_5504","MAR05504"
"HMR_5505",-0.801160608899298,-0.40688093676815,-0.431443409166945,-0.325245840211925,-0.232220466347622,"Transport reactions","HMR_5505","MAR05505"
"HMR_5506",-1.06821770951166,-0.258215784543325,-0.623595380137387,-0.0846609129650248,-0.449070929640566,"Transport reactions","HMR_5506","MAR05506"
"HMR_5508",0.337485761124122,0.337485761124122,0.841186082301773,0.505158628632856,0.391287838984489,"Transport reactions","HMR_5508","MAR05508"
"HMR_5509",0.570147166276347,0.570147166276347,0.382815885560505,0.358696831829212,0.578410168686149,"Transport reactions","HMR_5509","MAR05509"
"HMR_5511",-0.225619859484778,-0.676859578454333,-0.475169471395117,-0.245551211271932,-0.615254088178393,"Transport reactions","HMR_5511","MAR05511"
"HMR_5518",0,0,0,0.00116054056129305,0.0312814716763399,"Transport reactions","HMR_5518","MAR05518"
"HMR_5528",0,0.00353964871194381,0.00252832050853129,0.0023210811225861,0.00205197026779351,"Transport reactions","HMR_5528","MAR05528"
"HMR_5535",-0.186219344262295,0,0,0,0,"Transport reactions","HMR_5535","MAR05535"
"HMR_5537",0.381678407494145,0,0.0681568584810973,0.311336445655936,0.276578556155178,"Transport reactions","HMR_5537","MAR05537"
"HMR_5545",0.142945807962529,0,0.158030495148878,0.142756094751795,0.165734270101483,"Transport reactions","HMR_5545","MAR05545"
"HMR_5552",0.179606413524354,0.162352623073216,0.0635131969915066,0.0578350553933284,0.13062705381113,"Transport reactions","HMR_5552","MAR05552"
"HMR_5558",0.203440468384075,0,0.213471478755436,0.293733082504709,0.291188718053151,"Transport reactions","HMR_5558","MAR05558"
"HMR_5563",1.12757025938493e-17,0.516431569086651,0,0.279260568194366,0.149690309880189,"Transport reactions","HMR_5563","MAR05563"
"HMR_5568",0.674971522248244,0.226311147540983,0.64837522500631,0.329632126540485,0.391287838984489,"Transport reactions","HMR_5568","MAR05568"
"HMR_5569",0.552959555035129,0.178684777517564,0.346668049514888,0.467333742849465,0.413150120490106,"Transport reactions","HMR_5569","MAR05569"
"HMR_5570",0.173062211397584,0,0,0,0,"Transport reactions","HMR_5570","MAR05570"
"HMR_5571",0.794844473067916,0.451239718969555,0.587676185021914,0.521660514838558,0.326985303601127,"Transport reactions","HMR_5571","MAR05571"
"HMR_5573",0.173062211397584,0,0,0,0,"Transport reactions","HMR_5573","MAR05573"
"HMR_5580",0.624920936768149,0.508457049180327,0.595329006356641,0.431735309248667,0.528945484166581,"Transport reactions","HMR_5580","MAR05580"
"HMR_5602",0,0.553554373678122,1.16496013153726,0.490056980034573,1.05952480552077,"Transport reactions","HMR_5602","MAR05602"
"HMR_5617",0,0,0.0868024592126136,0.169968625945406,0.0751310592947085,"Transport reactions","HMR_5617","MAR05617"
"HMR_5632",0,0.525674159250585,0.402014499798104,0,0,"Transport reactions","HMR_5632","MAR05632"
"HMR_5647",0,0.0061343793911007,0.292083571328845,0.0219622682074711,0.0343594270780277,"Transport reactions","HMR_5647","MAR05647"
"HMR_5649",0,0,0.00252832050853129,0,0.00410394053558703,"Transport reactions","HMR_5649","MAR05649"
"HMR_5650",0,0,0.00126416025426565,0,0,"Transport reactions","HMR_5650","MAR05650"
"HMR_5657",12.4457829666821,0,0,0,0.00102598513389676,"Transport reactions","HMR_5657","MAR05657"
"HMR_5662",0,0.0494529274004684,0.0189826935882485,0.00464216224517222,0.0194159182703731,"Transport reactions","HMR_5662","MAR05662"
"HMR_5664",0.00353964871194381,0.00353964871194381,0.00126416025426565,0.00116054056129305,0.00102598513389676,"Transport reactions","HMR_5664","MAR05664"
"HMR_5665",0.00353964871194381,0,0.00252832050853129,0.00116054056129305,0.00307795540169027,"Transport reactions","HMR_5665","MAR05665"
"HMR_5666",12.4422433179701,0,0,0,0,"Transport reactions","HMR_5666","MAR05666"
"HMR_5672",0,0.00353964871194381,0.00126416025426565,0.00116054056129305,0.00205197026779351,"Transport reactions","HMR_5672","MAR05672"
"HMR_5907",0,7.75644028103044e-05,2.77015724322516e-05,0.0286486428379468,0.000179859484777519,"Transport reactions","HMR_5907","MAR05907"
"HMR_5955",0,0,0,0.00773540138979539,0,"Transport reactions","HMR_5955","MAR05955"
"HMR_5994",0.00362551281650601,0.00235484474505508,0.00253807231433303,0.00349820390525282,0.00249701863250556,"Transport reactions","HMR_5994","MAR05994"
"HMR_5995",0,0,0.000702022951249527,0,0.000481445851176791,"Transport reactions","HMR_5995","MAR05995"
"HMR_5996",0,0.00081605396211966,0.000247859390832287,0.000177096186614959,0.000162114082099649,"Transport reactions","HMR_5996","MAR05996"
"HMR_5997",0.0119070982508999,0.0136953324861681,0.011136486499424,0.0103247406248391,0.011149032380474,"Transport reactions","HMR_5997","MAR05997"
"HMR_6051",0.000681224416904972,0.000939586372667916,0.00096008416919642,0.000972936715200366,0.000993730702782504,"Transport reactions","HMR_6051","MAR06051"
"HMR_6055",0.00840494152769515,0.0082800995810214,0,0,0.0024679005156379,"Transport reactions","HMR_6055","MAR06055"
"HMR_6060",-0.163766370023419,-0.163785704918033,-0.163794177052451,-0.160369451630471,-0.163788787292536,"Transport reactions","HMR_6060","MAR06060"
"HMR_6095",-0.000193348946135831,-0.000174014051522248,-0.000165541917099415,-0.000180670326717088,-0.000170931677018633,"Transport reactions","HMR_6095","MAR06095"
"HMR_6096",0.00840494152769515,0.0082800995810214,0,0,0.0024679005156379,"Transport reactions","HMR_6096","MAR06096"
"HMR_6103",0,0,0,-0.000724902421819121,0,"Transport reactions","HMR_6103","MAR06103"
"HMR_6250",-0.00012567681498829,-0.00012567681498829,-0.000134467979327585,-0.000145804123315545,-0.000131701456063537,"Transport reactions","HMR_6250","MAR06250"
"HMR_6353",0,0,0,4.36920680125541,0,"Transport reactions","HMR_6353","MAR06353"
"HMR_6356",0.045539610249094,0.0567334717719476,0.0358642783434693,0.0387557209547006,0.0351068828786733,"Transport reactions","HMR_6356","MAR06356"
"HMR_6357",0,0,0,8.06387790574705,7.89686397945872,"Transport reactions","HMR_6357","MAR06357"
"HMR_6359",0.121812862604258,0.116913165114266,0.102445187671657,0.0933656865561768,0.0841798431931576,"Transport reactions","HMR_6359","MAR06359"
"HMR_6360",0.0665318505418561,0.108756857539291,0.101306732590622,0.101162575732298,0.092295575322066,"Transport reactions","HMR_6360","MAR06360"
"HMR_6361",0.477717059917704,0.511959099521205,0.501740505755861,0.470953581561612,0.422206496162734,"Transport reactions","HMR_6361","MAR06361"
"HMR_6366",-0.0450476647954527,-0.0151429039812647,-0.0162245399799264,-0.0173548278112643,-0.0325103816690498,"Transport reactions","HMR_6366","MAR06366"
"HMR_6377",0,0,0,0,0.0265611241217799,"Transport reactions","HMR_6377","MAR06377"
"HMR_6380",45.176485634961,44.6541857165118,10.0386653111743,62.9556128078609,77.6608412444014,"Transport reactions","HMR_6380","MAR06380"
"HMR_6381",10.5993757532041,6.1967803185531,7.18889251783311,5.07166931149097,6.31014092455477,"Transport reactions","HMR_6381","MAR06381"
"HMR_6382",5.77365861313016,4.55079533970085,5.52926181231314,5.60251571719819,6.06593393796224,"Transport reactions","HMR_6382","MAR06382"
"HMR_6384",73.8729119495687,38.5650689552129,137.250675982609,86.7371228555194,58.6140094754413,"Transport reactions","HMR_6384","MAR06384"
"HMR_6424",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,"Transport reactions","HMR_6424","MAR06424"
"HMR_6439",0.000775644028103044,0.000775644028103044,0.000761793241886918,0.000775644028103044,0.000775644028103044,"Transport reactions","HMR_6439","MAR06439"
"HMR_6505",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103045,-0.000775644028103046,"Transport reactions","HMR_6505","MAR06505"
"HMR_6512",-0.000775644028103061,-0.000775644028103048,-0.000775644028103049,-0.000775644028102112,-0.000775644028103053,"Transport reactions","HMR_6512","MAR06512"
"HMR_6628",0.00748906129738074,0.00694347467798595,0.00702956906015231,0.00688305338940232,0.00716240858151435,"Transport reactions","HMR_6628","MAR06628"
"HMR_7684",0.140460888678344,0.970592601031698,1.19726075554455,0.548275214376511,0.728493825413786,"Transport reactions","HMR_7684","MAR07684"
"HMR_7685",-0.140460888678344,-0.970592601031698,-1.19726075554455,-0.548275214376511,-0.728493825413786,"Transport reactions","HMR_7685","MAR07685"
"HMR_7735",-0.000775644028103044,-0.000736861826697892,-0.000761793241886918,-0.000762928552232503,-0.000730679156909265,"Transport reactions","HMR_7735","MAR07735"
"HMR_8010",-0.00116009367681499,-0.00116009367681499,-0.00116009367681499,-0.00116009367681499,-0.00116009367681499,"Transport reactions","HMR_8010","MAR08010"
"HMR_8077",0.00323563939001327,0,0.000663697933492521,0,0.00113329615851212,"Transport reactions","HMR_8077","MAR08077"
"HMR_8374",-0.191920127402076,-0.283667750831742,-0.24799167366354,-0.285053726960042,-0.28775943900888,"Transport reactions","HMR_8374","MAR08374"
"HMR_8408",0,0,0,-0.000482130702595834,-6.91375298396554e-20,"Transport reactions","HMR_8408","MAR08408"
"HMR_8551",0,0,0,0.000724902421819121,0,"Transport reactions","HMR_8551","MAR08551"
"HMR_8612",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103045,0.000775644028103046,"Transport reactions","HMR_8612","MAR08612"
"HMR_8659",0,0,0,0.361341483147328,0,"Transport reactions","HMR_8659","MAR08659"
"HMR_8660",0,3.15537923836955,13.5151483485825,17.2699845764558,16.8305903840683,"Transport reactions","HMR_8660","MAR08660"
"HMR_8687",0.0199380069137072,0.00640999135118551,0.00202247999887948,0.00751199963024058,0.00484894091300858,"Transport reactions","HMR_8687","MAR08687"
"HMR_8721",-0.000116009367681499,-0.000273630098895784,-0.000395801823753567,-0.000437746106143399,-0.00048216072810614,"Transport reactions","HMR_8721","MAR08721"
"HMR_8901",-0.045003531598866,-0.0304830270504081,-0.028488031127369,-0.0237463757849987,-0.0245904956502477,"Transport reactions","HMR_8901","MAR08901"
"HMR_8917",0.000155128805620609,7.75644028103044e-05,5.54031448645031e-05,5.08619034821668e-05,5.62060889929742e-05,"Transport reactions","HMR_8917","MAR08917"
"HMR_8938",0,0.77815515344519,0.0922199230511877,0.126982577648098,0.0746019073276942,"Transport reactions","HMR_8938","MAR08938"
"HMR_9183",0,0,-0.00109044287387086,-0.00144300695411205,-0.00264598330782348,"Transport reactions","HMR_9183","MAR09183"
"HMR_9189",0,3.15537923836955,13.5151483485825,18.0866736903616,17.1070728905746,"Transport reactions","HMR_9189","MAR09189"
"HMR_9594",0,0,0,0.000499484256828595,0,"Transport reactions","HMR_9594","MAR09594"
"HMR_9598",0,0,0.000545367934173555,0,0,"Transport reactions","HMR_9598","MAR09598"
"HMR_9605",0,0,0.230021377279298,0.339448916338668,0.457424320452061,"Transport reactions","HMR_9605","MAR09605"
"HMR_9608",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103045,0.000775644028103046,"Transport reactions","HMR_9608","MAR09608"
"HMR_9617",0,0,0,0,0.00024324761240013,"Transport reactions","HMR_9617","MAR09617"
"HMR_9640",0.045003531598866,0.0304830270504081,0.028488031127369,0.0237463757849987,0.0245904956502477,"Transport reactions","HMR_9640","MAR09640"
"HMR_9641",2.50768093676815,2.50768093676815,2.50778897290064,2.50781508503859,2.50777030444965,"Transport reactions","HMR_9641","MAR09641"
"HMR_9728",-7.61030444964871,-7.61030444964871,-7.61030444964871,-7.61030444964871,-7.61030444964871,"Transport reactions","HMR_9728","MAR09728"
"HMR_9019",0.00268882566955494,0.00235520102140539,0.000730515979908248,0.00176700122242063,0.000981654789743042,"Transport reactions","HMR_9019","MAR09019"
"HMR_0158",0.00109731369952321,0.00129124869249333,0.00130940014605492,0.00128240352498244,0.0013491446728589,"Transport reactions","HMR_0158","MAR00158"
"HMR_0175",-0.000860462811064383,-0.000492614155721447,-0.00047854764574551,-0.000423563391092751,-0.000213469719376667,"Transport reactions","HMR_0175","MAR00175"
"HMR_0446",0.000504168618266979,0.000271475409836065,0.000191429041903646,0.000165301186317144,0.000234437379579975,"Transport reactions","HMR_0446","MAR00446"
"HMR_0578",0.169914754098361,0.169914754098361,0.169914754098361,0.169914754098361,0.169914754098361,"Transport reactions","HMR_0578","MAR00578"
"HMR_0587",-0.0822685513796254,-0.0826021760277749,-0.084226861069272,-0.0831903758267597,-0.0839757222594373,"Transport reactions","HMR_0587","MAR00587"
"HMR_2127",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Transport reactions","HMR_2127","MAR02127"
"HMR_2141",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Transport reactions","HMR_2141","MAR02141"
"HMR_3946",0,0,0.000157191399617913,0,0.000153347260506748,"Transport reactions","HMR_3946","MAR03946"
"HMR_4760",0.000775644028103044,0.000736861826697892,0.000761793241886918,0.000762928552232503,0.000730679156909265,"Transport reactions","HMR_4760","MAR04760"
"HMR_4874",-0.0106213215633485,-0.00723132732203953,-0.00769930039865306,-0.00907656016132867,-0.00704837618472231,"Transport reactions","HMR_4874","MAR04874"
"HMR_4888",-0.0236497191074843,-0.0157953940959121,-0.0201776154561721,-0.0238411424783878,-0.0151799736053957,"Transport reactions","HMR_4888","MAR04888"
"HMR_4898",0.0224574013828716,0.0184379170814385,0.0211600256927071,0.0230678111163071,0.0203924641191971,"Transport reactions","HMR_4898","MAR04898"
"HMR_4905",0.000775644028073456,0.000775644028103025,0.000775644028098964,0.0007756440280966,0.000775644028103619,"Transport reactions","HMR_4905","MAR04905"
"HMR_4914",-0.167050154787436,-0.167240268536679,-0.167462657038827,-0.167674171713048,-0.167943134227079,"Transport reactions","HMR_4914","MAR04914"
"HMR_4922",7.58941520739855e-20,-0.000407563392111986,-0.000171160462415222,-9.62749703089976e-05,-0.000243179107078447,"Transport reactions","HMR_4922","MAR04922"
"HMR_4957",0.0141356697231991,0.0103775595056179,0.0113131266269041,0.0124999700726633,0.0108170616232562,"Transport reactions","HMR_4957","MAR04957"
"HMR_5122",0.0106213215633485,0.00723132732203953,0.00769930039865306,0.00907656016132867,0.00704837618472231,"Transport reactions","HMR_5122","MAR05122"
"HMR_5361",-0.000501284788138828,-0.000538302960077377,-0.000386481533031249,-0.00024098474297985,-0.0001936157584095,"Transport reactions","HMR_5361","MAR05361"
"HMR_6286",0.000388106888200335,0.000759539327984555,0.000198679427878504,0,0,"Transport reactions","HMR_6286","MAR06286"
"HMR_6293",0,0.000451914767460822,0.000198638892261471,0,0,"Transport reactions","HMR_6293","MAR06293"
"HMR_6295",0.00192694216405496,0.000661848980108214,0.00303515673589219,0.00366104290084242,0.00425819623771896,"Transport reactions","HMR_6295","MAR06295"
"HMR_6305",0,0,0,0,0.00070424144635458,"Transport reactions","HMR_6305","MAR06305"
"HMR_6306",0,0,0,0,0.00070424144635458,"Transport reactions","HMR_6306","MAR06306"
"HMR_6317",0,0,0,0.000769334502192884,0,"Transport reactions","HMR_6317","MAR06317"
"HMR_6318",0,0,0,0.000769334502192884,0,"Transport reactions","HMR_6318","MAR06318"
"HMR_6323",0,0,0,0.00156892017884229,0,"Transport reactions","HMR_6323","MAR06323"
"HMR_6324",0,0,0,0.00156892017884229,0,"Transport reactions","HMR_6324","MAR06324"
"HMR_6328",-0.0288124816729452,-0.0550997457031442,-0.0385764906761353,-0.0260567102458337,-0.0439260098109287,"Transport reactions","HMR_6328","MAR06328"
"HMR_6389",0.00716992306977696,0.00259389673846704,0.00180766084179387,0.00225456448945913,0.00303957508839349,"Transport reactions","HMR_6389","MAR06389"
"HMR_6431",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Transport reactions","HMR_6431","MAR06431"
"HMR_6438",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,"Transport reactions","HMR_6438","MAR06438"
"HMR_6446",0.000775644028103044,0.000775644028103044,0.000761793241886918,0.000775644028103044,0.000775644028103044,"Transport reactions","HMR_6446","MAR06446"
"HMR_6454",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Transport reactions","HMR_6454","MAR06454"
"HMR_7638",0.0132075182887655,0.0124691123277602,0.0145693313213066,0.0145031873339946,0.011583031706091,"Transport reactions","HMR_7638","MAR07638"
"HMR_8009",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Transport reactions","HMR_8009","MAR08009"
"HMR_8614",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103045,0.000775644028103046,"Transport reactions","HMR_8614","MAR08614"
"HMR_8891",0.0772832853611364,0.0820920049008772,0.0829582871654828,0.082537511373404,0.0816833645812068,"Transport reactions","HMR_8891","MAR08891"
"HMR_8639",0.500234192037471,0.500234192037471,0.500234192037471,0.500234192037471,0.500234192037471,"Transport reactions","HMR_8639","MAR08639"
"HMR_0796",-0.000426604215456217,-0.000426604215451197,-0.000318568082970986,-0.000292455945021895,-0.000337236533954985,"Transport reactions","HMR_0796","MAR00796"
"HMR_3987",0.0268400534376284,0.0172675030939403,0.0401470495518865,0.0334307572436071,0.029997671346518,"Transport reactions","HMR_3987","MAR03987"
"HMR_4887",0.0281198660839961,0.018547315740298,0.0411027538007842,0.0343081250786803,0.0310093809483986,"Transport reactions","HMR_4887","MAR04887"
"HMR_4907",0.000426604215456695,0.000426604215449007,0.000318568082972539,0.000292455945024451,0.00033723653395315,"Transport reactions","HMR_4907","MAR04907"
"HMR_4962",0.054106711090713,0.0349616104033365,0.080612667186734,0.0671539704322373,0.0603325792270009,"Transport reactions","HMR_4962","MAR04962"
"HMR_5047",0.000426604215456019,0.000426604215449007,0.000318568082972537,0.000292455945024511,0.000337236533952977,"Transport reactions","HMR_5047","MAR05047"
"HMR_7570",0.000213302107728121,0.00021330210772696,0.000159284041480539,0.000146227972511587,0.000168618266982397,"Transport reactions","HMR_7570","MAR07570"
"HMR_8887",-0.000426604215456241,-0.000426604215453921,-0.000318568082961078,-0.000292455945023174,-0.000337236533964795,"Transport reactions","HMR_8887","MAR08887"
"HMR_2777",0.000246732588391346,0.000116030444964871,0.000139900468384071,0.000142703574307984,0.000117747683535284,"Transport reactions","HMR_2777","MAR02777"
"HMR_4765",-0.000193348946135831,-0.000203016393442623,-0.000221155975172247,-0.000206027565554574,-0.000215766215253029,"Transport reactions","HMR_4765","MAR04765"
"HMR_4846",-0.000246732588391346,-0.000116030444964871,-0.000139900468384071,-0.000142703574307984,-0.000117747683535284,"Transport reactions","HMR_4846","MAR04846"
"HMR_4883",-0.00357792465109701,-0.00355887587822014,-0.00348833054533288,-0.00352451725232286,-0.00348140515222482,"Transport reactions","HMR_4883","MAR04883"
"HMR_4894",0.00425592505854801,0.00425592505854801,0.00425592505854801,0.00425592505854801,0.00425592505854801,"Transport reactions","HMR_4894","MAR04894"
"HMR_5347",-0.000246732588391346,-0.000116030444964871,-0.000139900468384075,-0.000142703574307984,-0.000117747683535284,"Transport reactions","HMR_5347","MAR05347"
"HMR_6629",0.00299818776108097,0.00301723653395784,0.0030877818668451,0.00305159515985512,0.00309470725995316,"Transport reactions","HMR_6629","MAR06629"
"HMR_7778",0.000193038997744371,0.000154941451990632,1.38507862161253e-05,8.62242001960732e-05,-7.85653748177903e-21,"Transport reactions","HMR_7778","MAR07778"
"HMR_7780",0.000193038997744371,0.000154941451990632,1.38507862161257e-05,8.62242001960732e-05,-1.88556899562697e-20,"Transport reactions","HMR_7780","MAR07780"
"HMR_8716",0.00044599531615925,0.00044599531615925,0.000394747407159585,0.00042460708992412,0.000387822014051522,"Transport reactions","HMR_8716","MAR08716"
"HMR_9809",0.0010973136995232,0.00129124869249333,0.00130940014605492,0.0012833007055966,0.0013491446728589,"Exchange/demand reactions","HMR_9809","MAR09809"
"HMR_9811",93.7920357488474,69.9022886931883,64.5591155313698,50.5825901053271,50.5198410927629,"Exchange/demand reactions","HMR_9811","MAR09811"
"HMR_9813",0.000860462811064383,0.000492614155721447,0.00047854764574551,0.000423563391092751,0.000213469719376667,"Exchange/demand reactions","HMR_9813","MAR09813"
"HMR_9038",-1.38104430913349,-1.72630538641686,-1.84961291401807,-1.89440795485084,-2.1015891660727,"Exchange/demand reactions","HMR_9038","MAR09038"
"HMR_9039",-2.52258708821233,-3.63040730210773,-3.54761466150815,-3.6816459876959,-4.02057292181465,"Exchange/demand reactions","HMR_9039","MAR09039"
